state,district,soil_type,season,irrigation_available,land_area,climate_zone,label_crop
Gujarat,Junagadh,Red,Zaid,1,11.0,Arid,Groundnut
Maharashtra,Solapur,Clay,Zaid,0,17.4,Arid,Onion
Gujarat,Junagadh,Laterite,Zaid,1,20.6,Arid,Groundnut
Maharashtra,Aurangabad,Laterite,Kharif,1,19.6,Semi-arid,Tur
Karnataka,Bangalore Rural,Laterite,Zaid,1,24.5,Semi-arid,Groundnut
Maharashtra,Aurangabad,Laterite,Zaid,1,15.1,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Clay,Rabi,1,4.0,Semi-arid,Gram
Karnataka,Bangalore Rural,Red,Kharif,1,18.8,Semi-arid,Maize
Maharashtra,Satara,Sandy,Rabi,1,17.7,Humid,Sunflower
Karnataka,Hubli,Black,Rabi,1,3.6,Semi-arid,Sunflower
Karnataka,Belgaum,Red,Zaid,1,10.9,Semi-arid,Maize
Karnataka,Mysore,Red,Zaid,0,10.2,Humid,Sunflower
Maharashtra,Nagpur,Laterite,Kharif,1,9.4,Sub-humid,Tur
Maharashtra,Nashik,Clay,Rabi,0,10.5,Semi-arid,Gram
Maharashtra,Nagpur,Clay,Rabi,0,24.9,Sub-humid,Wheat
Maharashtra,Kolhapur,Laterite,Rabi,1,6.7,Humid,Wheat
Gujarat,Junagadh,Laterite,Kharif,1,15.0,Arid,Groundnut
Karnataka,Bangalore Rural,Black,Kharif,0,3.6,Semi-arid,Cotton
Gujarat,Vadodara,Black,Kharif,1,12.7,Semi-arid,Sunflower
Gujarat,Vadodara,Loamy,Zaid,1,22.3,Semi-arid,Maize
Gujarat,Ahmedabad,Laterite,Zaid,1,2.8,Arid,Groundnut
Maharashtra,Aurangabad,Laterite,Zaid,0,14.1,Semi-arid,Groundnut
Gujarat,Surat,Sandy,Kharif,1,6.4,Humid,Groundnut
Gujarat,Rajkot,Loamy,Zaid,0,10.4,Semi-arid,Maize
Gujarat,Vadodara,Clay,Zaid,0,8.5,Semi-arid,Groundnut
Maharashtra,Nashik,Sandy,Rabi,1,17.5,Semi-arid,Gram
Gujarat,Junagadh,Alluvial,Kharif,1,20.2,Arid,Maize
Gujarat,Rajkot,Sandy,Zaid,1,1.1,Semi-arid,Groundnut
Gujarat,Junagadh,Sandy,Rabi,1,6.0,Arid,Onion
Karnataka,Mysore,Red,Zaid,1,13.8,Humid,Groundnut
Gujarat,Rajkot,Laterite,Zaid,1,6.2,Semi-arid,Groundnut
Gujarat,Rajkot,Clay,Rabi,1,17.4,Semi-arid,Gram
Karnataka,Belgaum,Red,Kharif,0,13.8,Semi-arid,Cotton
Gujarat,Rajkot,Loamy,Kharif,0,17.7,Semi-arid,Soybean
Gujarat,Rajkot,Sandy,Kharif,1,8.2,Semi-arid,Groundnut
Maharashtra,Kolhapur,Clay,Rabi,1,17.1,Humid,Gram
Maharashtra,Ahmednagar,Clay,Rabi,1,23.4,Semi-arid,Gram
Gujarat,Surat,Laterite,Zaid,0,9.8,Humid,Groundnut
Gujarat,Ahmedabad,Laterite,Rabi,1,16.6,Arid,Wheat
Karnataka,Bangalore Rural,Sandy,Kharif,1,22.1,Semi-arid,Groundnut
Karnataka,Mysore,Loamy,Kharif,1,16.4,Humid,Maize
Gujarat,Ahmedabad,Red,Zaid,1,23.9,Arid,Groundnut
Karnataka,Belgaum,Loamy,Kharif,1,21.8,Semi-arid,Cotton
Maharashtra,Nagpur,Red,Kharif,1,17.6,Sub-humid,Maize
Gujarat,Surat,Black,Kharif,1,9.0,Humid,Jowar
Karnataka,Bangalore Rural,Alluvial,Zaid,1,22.7,Semi-arid,Maize
Maharashtra,Solapur,Alluvial,Zaid,0,9.6,Arid,Onion
Gujarat,Surat,Loamy,Kharif,0,2.5,Humid,Cotton
Karnataka,Bangalore Rural,Red,Rabi,1,23.6,Semi-arid,Sunflower
Karnataka,Hubli,Loamy,Rabi,1,18.2,Semi-arid,Sunflower
Karnataka,Mysore,Sandy,Rabi,1,23.4,Humid,Onion
Maharashtra,Nashik,Sandy,Rabi,1,8.9,Semi-arid,Wheat
Gujarat,Junagadh,Black,Zaid,1,11.3,Arid,Sunflower
Maharashtra,Nagpur,Clay,Rabi,1,22.6,Sub-humid,Gram
Maharashtra,Nashik,Black,Zaid,1,11.3,Semi-arid,Sunflower
Maharashtra,Nashik,Sandy,Rabi,1,23.4,Semi-arid,Gram
Gujarat,Ahmedabad,Sandy,Zaid,1,21.7,Arid,Groundnut
Gujarat,Ahmedabad,Black,Rabi,1,2.0,Arid,Gram
Karnataka,Gulbarga,Alluvial,Rabi,1,9.7,Semi-arid,Onion
Gujarat,Rajkot,Alluvial,Rabi,1,10.0,Semi-arid,Gram
Gujarat,Junagadh,Sandy,Zaid,0,7.1,Arid,Groundnut
Gujarat,Vadodara,Alluvial,Kharif,1,14.1,Semi-arid,Rice
Gujarat,Ahmedabad,Laterite,Rabi,0,1.7,Arid,Sunflower
Karnataka,Hubli,Black,Rabi,1,16.3,Semi-arid,Sunflower
Gujarat,Ahmedabad,Black,Rabi,1,3.6,Arid,Sunflower
Karnataka,Belgaum,Laterite,Kharif,1,17.4,Semi-arid,Tur
Maharashtra,Nashik,Clay,Kharif,1,7.5,Semi-arid,Rice
Gujarat,Ahmedabad,Laterite,Zaid,1,19.3,Arid,Groundnut
Maharashtra,Nagpur,Clay,Kharif,1,23.9,Sub-humid,Rice
Gujarat,Junagadh,Sandy,Kharif,1,4.9,Arid,Groundnut
Karnataka,Hubli,Loamy,Kharif,1,23.1,Semi-arid,Maize
Karnataka,Belgaum,Loamy,Zaid,0,8.5,Semi-arid,Sunflower
Karnataka,Gulbarga,Laterite,Kharif,1,18.6,Semi-arid,Tur
Karnataka,Mysore,Red,Zaid,1,18.4,Humid,Maize
Gujarat,Vadodara,Sandy,Rabi,1,17.5,Semi-arid,Sunflower
Gujarat,Junagadh,Clay,Zaid,1,1.9,Arid,Sunflower
Gujarat,Vadodara,Sandy,Rabi,1,18.4,Semi-arid,Onion
Karnataka,Gulbarga,Black,Kharif,1,9.2,Semi-arid,Soybean
Gujarat,Rajkot,Loamy,Rabi,0,9.1,Semi-arid,Sunflower
Maharashtra,Pune,Loamy,Zaid,1,6.0,Semi-arid,Maize
Gujarat,Rajkot,Red,Zaid,0,14.3,Semi-arid,Groundnut
Maharashtra,Kolhapur,Sandy,Kharif,0,18.5,Humid,Groundnut
Maharashtra,Pune,Loamy,Kharif,0,2.0,Semi-arid,Sunflower
Karnataka,Belgaum,Red,Rabi,1,22.7,Semi-arid,Sunflower
Karnataka,Gulbarga,Alluvial,Rabi,1,3.7,Semi-arid,Onion
Maharashtra,Solapur,Alluvial,Rabi,0,9.4,Arid,Gram
Gujarat,Ahmedabad,Laterite,Kharif,1,21.6,Arid,Tur
Maharashtra,Solapur,Red,Kharif,0,11.0,Arid,Groundnut
Gujarat,Ahmedabad,Black,Rabi,1,7.1,Arid,Sunflower
Gujarat,Surat,Red,Kharif,1,14.9,Humid,Sunflower
Maharashtra,Solapur,Alluvial,Zaid,0,19.4,Arid,Onion
Karnataka,Bangalore Rural,Laterite,Kharif,0,0.8,Semi-arid,Tur
Maharashtra,Kolhapur,Black,Rabi,0,1.0,Humid,Sunflower
Maharashtra,Ahmednagar,Sandy,Zaid,1,17.1,Semi-arid,Groundnut
Karnataka,Gulbarga,Red,Kharif,1,22.1,Semi-arid,Cotton
Karnataka,Belgaum,Clay,Kharif,1,22.6,Semi-arid,Rice
Maharashtra,Nagpur,Sandy,Rabi,0,1.5,Sub-humid,Gram
Karnataka,Bangalore Rural,Loamy,Zaid,0,16.3,Semi-arid,Sunflower
Karnataka,Hubli,Alluvial,Kharif,0,17.4,Semi-arid,Rice
Gujarat,Ahmedabad,Sandy,Rabi,0,11.0,Arid,Onion
Gujarat,Rajkot,Red,Zaid,1,16.3,Semi-arid,Sunflower
Gujarat,Rajkot,Laterite,Zaid,1,23.1,Semi-arid,Groundnut
Maharashtra,Nagpur,Loamy,Kharif,1,19.2,Sub-humid,Maize
Gujarat,Vadodara,Loamy,Rabi,1,2.0,Semi-arid,Gram
Gujarat,Surat,Laterite,Zaid,0,7.9,Humid,Groundnut
Gujarat,Surat,Red,Kharif,0,2.9,Humid,Tur
Karnataka,Belgaum,Loamy,Kharif,1,6.2,Semi-arid,Cotton
Karnataka,Hubli,Laterite,Zaid,1,0.6,Semi-arid,Groundnut
Maharashtra,Satara,Loamy,Rabi,0,21.8,Humid,Sunflower
Karnataka,Mysore,Loamy,Kharif,0,15.1,Humid,Maize
Karnataka,Bangalore Rural,Alluvial,Zaid,1,8.0,Semi-arid,Onion
Maharashtra,Aurangabad,Clay,Zaid,1,4.6,Semi-arid,Onion
Maharashtra,Pune,Red,Zaid,0,13.0,Semi-arid,Maize
Gujarat,Junagadh,Alluvial,Zaid,1,21.1,Arid,Onion
Maharashtra,Kolhapur,Loamy,Zaid,0,18.3,Humid,Maize
Karnataka,Hubli,Loamy,Zaid,0,17.1,Semi-arid,Sunflower
Gujarat,Rajkot,Clay,Zaid,0,3.7,Semi-arid,Onion
Maharashtra,Solapur,Clay,Kharif,1,1.9,Arid,Rice
Karnataka,Belgaum,Sandy,Rabi,1,11.8,Semi-arid,Sunflower
Maharashtra,Pune,Clay,Rabi,0,6.6,Semi-arid,Gram
Karnataka,Belgaum,Clay,Kharif,1,10.6,Semi-arid,Rice
Maharashtra,Solapur,Red,Rabi,1,3.9,Arid,Sunflower
Gujarat,Surat,Laterite,Kharif,1,18.8,Humid,Groundnut
Maharashtra,Kolhapur,Sandy,Zaid,1,5.5,Humid,Groundnut
Maharashtra,Nashik,Black,Zaid,0,21.2,Semi-arid,Sunflower
Gujarat,Junagadh,Clay,Zaid,1,18.2,Arid,Onion
Maharashtra,Pune,Laterite,Kharif,1,9.7,Semi-arid,Tur
Karnataka,Belgaum,Loamy,Rabi,1,6.2,Semi-arid,Wheat
Maharashtra,Kolhapur,Red,Rabi,1,11.4,Humid,Sunflower
Karnataka,Belgaum,Loamy,Rabi,0,0.7,Semi-arid,Wheat
Karnataka,Bangalore Rural,Alluvial,Zaid,1,24.7,Semi-arid,Onion
Karnataka,Hubli,Black,Rabi,1,21.6,Semi-arid,Sunflower
Karnataka,Belgaum,Alluvial,Zaid,1,6.3,Semi-arid,Onion
Gujarat,Ahmedabad,Clay,Kharif,1,13.7,Arid,Rice
Karnataka,Belgaum,Loamy,Zaid,1,11.2,Semi-arid,Sunflower
Karnataka,Gulbarga,Alluvial,Kharif,1,21.1,Semi-arid,Maize
Karnataka,Hubli,Black,Rabi,1,4.5,Semi-arid,Wheat
Karnataka,Mysore,Loamy,Zaid,1,1.0,Humid,Sunflower
Maharashtra,Nagpur,Sandy,Kharif,1,4.7,Sub-humid,Groundnut
Maharashtra,Kolhapur,Laterite,Zaid,0,0.8,Humid,Groundnut
Maharashtra,Nagpur,Red,Zaid,1,20.2,Sub-humid,Sunflower
Maharashtra,Ahmednagar,Laterite,Zaid,0,23.8,Semi-arid,Groundnut
Gujarat,Rajkot,Red,Rabi,1,11.5,Semi-arid,Sunflower
Karnataka,Belgaum,Laterite,Kharif,1,13.9,Semi-arid,Groundnut
Karnataka,Gulbarga,Black,Zaid,0,5.6,Semi-arid,Sunflower
Gujarat,Surat,Black,Zaid,1,21.4,Humid,Sunflower
Maharashtra,Kolhapur,Red,Zaid,0,12.9,Humid,Maize
Karnataka,Gulbarga,Red,Zaid,1,5.2,Semi-arid,Groundnut
Maharashtra,Pune,Loamy,Zaid,0,15.8,Semi-arid,Sunflower
Gujarat,Ahmedabad,Black,Kharif,1,16.1,Arid,Sunflower
Gujarat,Surat,Red,Rabi,0,9.9,Humid,Sunflower
Karnataka,Mysore,Loamy,Zaid,1,16.2,Humid,Sunflower
Maharashtra,Solapur,Loamy,Rabi,0,5.5,Arid,Gram
Karnataka,Hubli,Red,Zaid,1,22.2,Semi-arid,Maize
Gujarat,Vadodara,Clay,Zaid,1,21.4,Semi-arid,Sunflower
Gujarat,Junagadh,Clay,Kharif,1,4.1,Arid,Rice
Maharashtra,Solapur,Sandy,Kharif,1,12.4,Arid,Groundnut
Maharashtra,Nagpur,Black,Kharif,1,24.2,Sub-humid,Cotton
Gujarat,Junagadh,Sandy,Rabi,0,14.1,Arid,Gram
Karnataka,Hubli,Laterite,Kharif,1,5.4,Semi-arid,Tur
Maharashtra,Ahmednagar,Laterite,Rabi,1,14.8,Semi-arid,Onion
Maharashtra,Kolhapur,Loamy,Zaid,1,6.1,Humid,Sunflower
Karnataka,Belgaum,Red,Rabi,1,15.8,Semi-arid,Sunflower
Gujarat,Surat,Black,Rabi,1,7.8,Humid,Gram
Gujarat,Rajkot,Alluvial,Kharif,0,9.4,Semi-arid,Rice
Maharashtra,Satara,Loamy,Rabi,0,20.2,Humid,Wheat
Karnataka,Belgaum,Black,Kharif,1,17.0,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Laterite,Rabi,1,5.1,Semi-arid,Onion
Gujarat,Surat,Red,Rabi,1,18.8,Humid,Sunflower
Gujarat,Rajkot,Laterite,Kharif,1,15.5,Semi-arid,Tur
Maharashtra,Nagpur,Red,Kharif,0,6.7,Sub-humid,Sunflower
Karnataka,Gulbarga,Laterite,Rabi,1,9.3,Semi-arid,Gram
Maharashtra,Satara,Laterite,Rabi,1,18.3,Humid,Onion
Karnataka,Bangalore Rural,Clay,Zaid,1,16.4,Semi-arid,Groundnut
Karnataka,Hubli,Laterite,Zaid,1,8.5,Semi-arid,Groundnut
Gujarat,Vadodara,Alluvial,Kharif,1,19.5,Semi-arid,Rice
Gujarat,Rajkot,Red,Kharif,0,13.6,Semi-arid,Jowar
Maharashtra,Satara,Black,Rabi,1,8.4,Humid,Gram
Karnataka,Gulbarga,Alluvial,Zaid,0,18.1,Semi-arid,Onion
Gujarat,Surat,Black,Rabi,0,3.5,Humid,Sunflower
Gujarat,Ahmedabad,Laterite,Zaid,1,4.6,Arid,Groundnut
Karnataka,Belgaum,Laterite,Rabi,0,23.1,Semi-arid,Onion
Karnataka,Gulbarga,Alluvial,Zaid,1,15.3,Semi-arid,Maize
Karnataka,Mysore,Laterite,Kharif,0,20.4,Humid,Groundnut
Maharashtra,Nashik,Laterite,Kharif,1,11.2,Semi-arid,Groundnut
Maharashtra,Nagpur,Red,Rabi,0,23.1,Sub-humid,Sunflower
Maharashtra,Nashik,Clay,Rabi,1,12.1,Semi-arid,Gram
Gujarat,Surat,Clay,Kharif,1,2.0,Humid,Rice
Maharashtra,Solapur,Clay,Kharif,1,11.7,Arid,Rice
Karnataka,Bangalore Rural,Black,Rabi,1,12.9,Semi-arid,Wheat
Karnataka,Hubli,Black,Zaid,0,10.4,Semi-arid,Sunflower
Gujarat,Junagadh,Loamy,Zaid,1,21.2,Arid,Maize
Maharashtra,Kolhapur,Red,Zaid,0,9.0,Humid,Maize
Karnataka,Gulbarga,Clay,Kharif,1,19.3,Semi-arid,Rice
Karnataka,Hubli,Laterite,Kharif,1,17.7,Semi-arid,Groundnut
Gujarat,Surat,Sandy,Rabi,1,19.1,Humid,Gram
Maharashtra,Nagpur,Red,Kharif,1,4.7,Sub-humid,Jowar
Karnataka,Gulbarga,Alluvial,Kharif,1,13.1,Semi-arid,Maize
Gujarat,Vadodara,Red,Zaid,0,13.6,Semi-arid,Sunflower
Karnataka,Gulbarga,Loamy,Rabi,0,9.0,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Black,Zaid,0,16.4,Semi-arid,Sunflower
Maharashtra,Pune,Sandy,Rabi,1,5.4,Semi-arid,Wheat
Gujarat,Vadodara,Sandy,Rabi,1,6.0,Semi-arid,Onion
Maharashtra,Ahmednagar,Sandy,Kharif,1,4.1,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Alluvial,Rabi,0,10.9,Semi-arid,Onion
Maharashtra,Nashik,Black,Rabi,0,22.2,Semi-arid,Sunflower
Maharashtra,Satara,Laterite,Rabi,1,3.5,Humid,Wheat
Karnataka,Gulbarga,Loamy,Rabi,1,20.4,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Sandy,Kharif,1,15.9,Semi-arid,Groundnut
Gujarat,Surat,Alluvial,Kharif,1,8.1,Humid,Maize
Karnataka,Mysore,Red,Rabi,0,16.2,Humid,Sunflower
Maharashtra,Ahmednagar,Laterite,Rabi,0,11.1,Semi-arid,Wheat
Karnataka,Mysore,Alluvial,Rabi,1,8.5,Humid,Wheat
Maharashtra,Pune,Loamy,Kharif,1,7.6,Semi-arid,Soybean
Maharashtra,Nashik,Red,Kharif,1,9.2,Semi-arid,Sunflower
Gujarat,Rajkot,Clay,Rabi,1,0.9,Semi-arid,Gram
Gujarat,Vadodara,Black,Zaid,1,12.9,Semi-arid,Sunflower
Gujarat,Rajkot,Alluvial,Rabi,0,11.9,Semi-arid,Gram
Maharashtra,Ahmednagar,Sandy,Zaid,1,23.5,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Alluvial,Rabi,1,21.7,Semi-arid,Wheat
Maharashtra,Nagpur,Loamy,Kharif,1,22.0,Sub-humid,Maize
Gujarat,Junagadh,Laterite,Zaid,0,8.1,Arid,Groundnut
Maharashtra,Nashik,Sandy,Kharif,1,15.6,Semi-arid,Groundnut
Gujarat,Junagadh,Laterite,Zaid,1,2.3,Arid,Groundnut
Karnataka,Gulbarga,Loamy,Rabi,1,8.6,Semi-arid,Sunflower
Karnataka,Hubli,Red,Rabi,1,17.8,Semi-arid,Sunflower
Maharashtra,Nagpur,Black,Zaid,1,19.3,Sub-humid,Sunflower
Maharashtra,Kolhapur,Red,Kharif,1,10.7,Humid,Tur
Gujarat,Rajkot,Laterite,Rabi,1,19.2,Semi-arid,Wheat
Maharashtra,Aurangabad,Black,Rabi,1,13.0,Semi-arid,Wheat
Gujarat,Surat,Alluvial,Kharif,0,1.9,Humid,Rice
Karnataka,Belgaum,Laterite,Kharif,1,14.7,Semi-arid,Groundnut
Maharashtra,Aurangabad,Black,Kharif,1,20.6,Semi-arid,Sunflower
Gujarat,Ahmedabad,Loamy,Kharif,1,6.8,Arid,Cotton
Maharashtra,Nashik,Sandy,Zaid,0,10.1,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Black,Kharif,1,23.5,Semi-arid,Soybean
Karnataka,Hubli,Red,Zaid,1,0.8,Semi-arid,Groundnut
Gujarat,Vadodara,Alluvial,Kharif,1,21.7,Semi-arid,Rice
Gujarat,Ahmedabad,Loamy,Kharif,1,3.7,Arid,Maize
Maharashtra,Pune,Laterite,Zaid,1,7.7,Semi-arid,Groundnut
Gujarat,Vadodara,Red,Kharif,0,20.5,Semi-arid,Cotton
Maharashtra,Ahmednagar,Laterite,Kharif,0,12.4,Semi-arid,Tur
Karnataka,Mysore,Alluvial,Kharif,0,6.3,Humid,Maize
Maharashtra,Nashik,Loamy,Zaid,1,16.4,Semi-arid,Sunflower
Karnataka,Mysore,Laterite,Rabi,1,21.9,Humid,Sunflower
Karnataka,Hubli,Loamy,Rabi,1,6.9,Semi-arid,Gram
Maharashtra,Satara,Loamy,Zaid,0,6.6,Humid,Maize
Gujarat,Vadodara,Black,Rabi,1,17.4,Semi-arid,Sunflower
Maharashtra,Satara,Loamy,Zaid,1,9.2,Humid,Maize
Karnataka,Gulbarga,Laterite,Rabi,1,19.2,Semi-arid,Onion
Karnataka,Hubli,Loamy,Rabi,1,19.8,Semi-arid,Gram
Maharashtra,Ahmednagar,Alluvial,Zaid,1,17.1,Semi-arid,Maize
Karnataka,Gulbarga,Red,Zaid,1,21.1,Semi-arid,Groundnut
Karnataka,Gulbarga,Red,Zaid,0,17.1,Semi-arid,Groundnut
Maharashtra,Nagpur,Sandy,Kharif,1,13.8,Sub-humid,Groundnut
Gujarat,Ahmedabad,Laterite,Rabi,0,18.2,Arid,Sunflower
Maharashtra,Aurangabad,Sandy,Rabi,0,23.9,Semi-arid,Wheat
Maharashtra,Kolhapur,Clay,Zaid,1,12.9,Humid,Onion
Karnataka,Gulbarga,Alluvial,Rabi,1,8.2,Semi-arid,Gram
Maharashtra,Nashik,Black,Kharif,1,8.6,Semi-arid,Soybean
Karnataka,Mysore,Loamy,Zaid,1,11.4,Humid,Sunflower
Gujarat,Junagadh,Black,Kharif,1,15.4,Arid,Jowar
Maharashtra,Pune,Clay,Kharif,1,6.9,Semi-arid,Rice
Karnataka,Gulbarga,Red,Rabi,0,11.4,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Sandy,Rabi,0,3.6,Semi-arid,Onion
Karnataka,Hubli,Black,Zaid,1,11.6,Semi-arid,Sunflower
Gujarat,Rajkot,Clay,Rabi,1,22.5,Semi-arid,Wheat
Gujarat,Vadodara,Black,Kharif,1,19.2,Semi-arid,Cotton
Karnataka,Gulbarga,Loamy,Rabi,1,2.5,Semi-arid,Gram
Gujarat,Surat,Loamy,Rabi,1,25.0,Humid,Sunflower
Karnataka,Mysore,Red,Rabi,1,11.9,Humid,Sunflower
Gujarat,Vadodara,Sandy,Zaid,0,15.8,Semi-arid,Groundnut
Karnataka,Gulbarga,Alluvial,Rabi,1,3.8,Semi-arid,Gram
Karnataka,Gulbarga,Loamy,Rabi,0,11.6,Semi-arid,Gram
Gujarat,Ahmedabad,Sandy,Rabi,1,8.9,Arid,Wheat
Gujarat,Junagadh,Laterite,Zaid,1,17.6,Arid,Groundnut
Maharashtra,Ahmednagar,Loamy,Rabi,0,2.1,Semi-arid,Wheat
Karnataka,Mysore,Black,Zaid,1,16.4,Humid,Sunflower
Maharashtra,Aurangabad,Clay,Zaid,1,2.9,Semi-arid,Groundnut
Maharashtra,Solapur,Red,Kharif,0,11.9,Arid,Groundnut
Gujarat,Surat,Red,Rabi,0,8.8,Humid,Sunflower
Gujarat,Surat,Sandy,Rabi,0,18.9,Humid,Onion
Gujarat,Vadodara,Red,Kharif,1,16.6,Semi-arid,Cotton
Maharashtra,Aurangabad,Laterite,Zaid,0,11.5,Semi-arid,Groundnut
Maharashtra,Nashik,Clay,Zaid,0,6.5,Semi-arid,Maize
Karnataka,Belgaum,Alluvial,Kharif,1,5.2,Semi-arid,Maize
Gujarat,Junagadh,Laterite,Rabi,1,16.0,Arid,Onion
Maharashtra,Ahmednagar,Clay,Rabi,0,18.3,Semi-arid,Wheat
Maharashtra,Satara,Sandy,Rabi,0,10.2,Humid,Sunflower
Karnataka,Bangalore Rural,Clay,Zaid,0,8.5,Semi-arid,Maize
Gujarat,Rajkot,Sandy,Rabi,1,6.9,Semi-arid,Wheat
Gujarat,Junagadh,Sandy,Rabi,1,9.1,Arid,Sunflower
Karnataka,Hubli,Black,Kharif,0,24.1,Semi-arid,Soybean
Maharashtra,Satara,Sandy,Zaid,1,8.4,Humid,Groundnut
Karnataka,Hubli,Red,Zaid,0,17.0,Semi-arid,Maize
Maharashtra,Pune,Black,Zaid,0,1.3,Semi-arid,Sunflower
Gujarat,Rajkot,Clay,Zaid,1,6.3,Semi-arid,Maize
Karnataka,Gulbarga,Black,Zaid,0,24.4,Semi-arid,Sunflower
Gujarat,Ahmedabad,Alluvial,Rabi,0,14.6,Arid,Gram
Maharashtra,Ahmednagar,Red,Zaid,0,23.2,Semi-arid,Groundnut
Gujarat,Surat,Red,Zaid,0,1.9,Humid,Sunflower
Gujarat,Rajkot,Laterite,Zaid,0,5.3,Semi-arid,Groundnut
Karnataka,Belgaum,Loamy,Zaid,1,13.9,Semi-arid,Sunflower
Maharashtra,Pune,Laterite,Zaid,1,2.8,Semi-arid,Groundnut
Maharashtra,Solapur,Red,Zaid,0,4.0,Arid,Groundnut
Gujarat,Junagadh,Laterite,Kharif,1,4.6,Arid,Tur
Maharashtra,Nashik,Red,Kharif,1,6.1,Semi-arid,Maize
Gujarat,Junagadh,Clay,Rabi,1,22.3,Arid,Wheat
Maharashtra,Ahmednagar,Clay,Kharif,1,17.4,Semi-arid,Rice
Gujarat,Ahmedabad,Alluvial,Rabi,1,6.5,Arid,Wheat
Gujarat,Ahmedabad,Alluvial,Zaid,0,9.9,Arid,Onion
Gujarat,Vadodara,Alluvial,Kharif,0,23.4,Semi-arid,Rice
Maharashtra,Kolhapur,Sandy,Rabi,0,6.7,Humid,Sunflower
Maharashtra,Satara,Black,Kharif,1,18.2,Humid,Cotton
Karnataka,Gulbarga,Loamy,Kharif,1,11.7,Semi-arid,Maize
Gujarat,Rajkot,Clay,Zaid,1,15.1,Semi-arid,Groundnut
Maharashtra,Nashik,Red,Rabi,1,20.6,Semi-arid,Sunflower
Karnataka,Gulbarga,Laterite,Zaid,1,24.2,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Sandy,Rabi,0,8.9,Semi-arid,Sunflower
Maharashtra,Satara,Alluvial,Rabi,1,19.7,Humid,Gram
Maharashtra,Satara,Black,Rabi,1,10.8,Humid,Gram
Gujarat,Junagadh,Loamy,Zaid,0,7.4,Arid,Maize
Maharashtra,Nagpur,Loamy,Zaid,0,12.7,Sub-humid,Sunflower
Karnataka,Hubli,Laterite,Rabi,0,4.8,Semi-arid,Gram
Maharashtra,Satara,Loamy,Zaid,1,13.6,Humid,Sunflower
Karnataka,Belgaum,Clay,Kharif,1,10.1,Semi-arid,Rice
Maharashtra,Nagpur,Red,Zaid,1,10.7,Sub-humid,Groundnut
Karnataka,Bangalore Rural,Clay,Kharif,1,5.7,Semi-arid,Rice
Karnataka,Hubli,Black,Zaid,0,21.4,Semi-arid,Sunflower
Maharashtra,Aurangabad,Loamy,Zaid,1,1.0,Semi-arid,Sunflower
Karnataka,Mysore,Red,Rabi,0,18.8,Humid,Sunflower
Maharashtra,Aurangabad,Black,Zaid,0,9.9,Semi-arid,Sunflower
Maharashtra,Nashik,Laterite,Kharif,0,10.7,Semi-arid,Groundnut
Maharashtra,Nagpur,Black,Zaid,1,12.5,Sub-humid,Sunflower
Karnataka,Hubli,Sandy,Zaid,1,11.3,Semi-arid,Groundnut
Karnataka,Belgaum,Clay,Rabi,0,0.5,Semi-arid,Wheat
Maharashtra,Solapur,Laterite,Rabi,1,5.8,Arid,Gram
Karnataka,Hubli,Loamy,Zaid,1,22.5,Semi-arid,Maize
Karnataka,Belgaum,Sandy,Kharif,1,19.6,Semi-arid,Groundnut
Gujarat,Vadodara,Red,Kharif,0,17.9,Semi-arid,Sunflower
Karnataka,Mysore,Loamy,Rabi,0,16.8,Humid,Sunflower
Maharashtra,Aurangabad,Alluvial,Rabi,0,4.8,Semi-arid,Onion
Gujarat,Ahmedabad,Clay,Kharif,0,0.6,Arid,Rice
Maharashtra,Pune,Red,Kharif,1,24.7,Semi-arid,Sunflower
Gujarat,Surat,Clay,Kharif,1,7.4,Humid,Rice
Karnataka,Belgaum,Alluvial,Rabi,1,17.7,Semi-arid,Gram
Gujarat,Surat,Clay,Zaid,0,4.1,Humid,Groundnut
Karnataka,Belgaum,Black,Kharif,1,8.1,Semi-arid,Sunflower
Gujarat,Junagadh,Black,Kharif,1,23.7,Arid,Sunflower
Maharashtra,Pune,Loamy,Zaid,1,23.4,Semi-arid,Sunflower
Karnataka,Gulbarga,Black,Kharif,0,1.7,Semi-arid,Cotton
Gujarat,Ahmedabad,Loamy,Rabi,1,24.6,Arid,Gram
Gujarat,Ahmedabad,Red,Kharif,1,1.7,Arid,Jowar
Karnataka,Gulbarga,Laterite,Kharif,0,18.0,Semi-arid,Tur
Karnataka,Belgaum,Red,Kharif,0,12.4,Semi-arid,Cotton
Maharashtra,Pune,Alluvial,Kharif,0,15.5,Semi-arid,Maize
Gujarat,Rajkot,Laterite,Rabi,1,15.9,Semi-arid,Gram
Gujarat,Rajkot,Laterite,Kharif,0,5.6,Semi-arid,Tur
Maharashtra,Solapur,Red,Rabi,1,7.8,Arid,Sunflower
Maharashtra,Satara,Clay,Zaid,1,3.0,Humid,Groundnut
